COD_TIPO_RAPPORTO,TIPO_RAPPORTO,COD_PRESTAZIONE,DESC_PRESTAZIONE,ANNO,NUMERO
1,STRUTTURA DIRETTAMENTE GESTITA,8671,ALLESTIMENTO E PREPARAZIONE DI LEMBI PEDUNCOLATI ALLESTIMENTO DI LEMBO DAL SUO LETTO (AUTONOMIZZAZIO,2017,7
1,STRUTTURA DIRETTAMENTE GESTITA,8672,AVANZAMENTO DI LEMBO PEDUNCOLATO,2017,191
1,STRUTTURA DIRETTAMENTE GESTITA,8674,"TRASFERIMENTO DI LEMBO PEDUNCOLATO IN ALTRE SEDI TRASFERIMENTO DI: LEMBO DI AVANZAMENTO, LEMBO DOPPI",2017,1
1,STRUTTURA DIRETTAMENTE GESTITA,8675,REVISIONE DI LEMBO PEDUNCOLATO SBRIGLIAMENTO DI INNESTO PEDUNCOLATO O A LEMBO LIBERAZIONE DI TESSUTO,2017,2
1,STRUTTURA DIRETTAMENTE GESTITA,8684,"CORREZIONE DI CICATRICE O BRIGLIA RETRATTILE DELLA CUTE PLASTICA A ""Z"" DELLA CUTE DELLA MANO E DELLE",2017,55
1,STRUTTURA DIRETTAMENTE GESTITA,8703,"TOMOGRAFIA COMPUTERIZZATA (TC) DEL CAPO TC DEL CRANIO [SELLA TURCICA, ORBITE] TC DELL' ENCEFALO",2017,2689
1,STRUTTURA DIRETTAMENTE GESTITA,87031,"TOMOGRAFIA COMPUTERIZZATA (TC) DEL CAPO, SENZA E CON CONTRASTO TC DEL CRANIO [SELLA TURCICA, ORBITE]",2017,995
1,STRUTTURA DIRETTAMENTE GESTITA,87032,"TOMOGRAFIA COMPUTERIZZATA (TC) DEL MASSICCIO FACCIALE TC DEL MASSICCIO FACCIALE [MASCELLARE, SENI PA",2017,1196
1,STRUTTURA DIRETTAMENTE GESTITA,87033,"TOMOGRAFIA COMPUTERIZZATA (TC) DEL MASSICCIO FACCIALE, SENZA E CON CONTRASTO TC DEL MASSICCIO FACCIA",2017,40
1,STRUTTURA DIRETTAMENTE GESTITA,87034,TOMOGRAFIA COMPUTERIZZATA (TC) DELLE ARCATE DENTARIE [DENTALSCAN] TC DEI DENTI (ARCATA SUPERIORE O I,2017,10
1,STRUTTURA DIRETTAMENTE GESTITA,87035,"TOMOGRAFIA COMPUTERIZZATA (TC) DELL' ORECCHIO TC DELL'ORECCHIO [ORECCHIO MEDIO E INTERNO, ROCCHE E M",2017,446
1,STRUTTURA DIRETTAMENTE GESTITA,87036,"TOMOGRAFIA COMPUTERIZZATA (TC) DELL' ORECCHIO, SENZA E CON CONTRASTO TC DELL'ORECCHIO [ORECCHIO MEDI",2017,1
1,STRUTTURA DIRETTAMENTE GESTITA,87037,"TOMOGRAFIA COMPUTERIZZATA (TC) DEL COLLO TC DEL COLLO [GHIANDOLE SALIVARI, TIROIDE-PARATIROIDI, FARI",2017,28
1,STRUTTURA DIRETTAMENTE GESTITA,87038,"TOMOGRAFIA COMPUTERIZZATA (TC) DEL COLLO, SENZA E CON CONTRASTO TC DEL COLLO [GHIANDOLE SALIVARI, TI",2017,627
1,STRUTTURA DIRETTAMENTE GESTITA,8706,FARINGOGRAFIA  INCLUSO: ESAME DIRETTO,2017,51
1,STRUTTURA DIRETTAMENTE GESTITA,87061,RADIOGRAFIA CON CONTRASTO DELLE GHIANDOLE SALIVARI SCIALOGRAFIA  (4 PROIEZIONI) INCLUSO: ESAME DIRET,2017,1
1,STRUTTURA DIRETTAMENTE GESTITA,87091,"RADIOGRAFIA DEI TESSUTI MOLLI DELLA FACCIA, DEL CAPO E DEL COLLO ESAME DIRETTO (2 PROIEZIONI) DI: LA",2017,2
1,STRUTTURA DIRETTAMENTE GESTITA,87113,ORTOPANORAMICA DELLE ARCATE DENTARIE ARCATE DENTARIE COMPLETE SUPERIORE E INFERIORE (OPT),2017,7877
1,STRUTTURA DIRETTAMENTE GESTITA,87114,TOMOGRAFIA [STRATIGRAFIA] DELLE ARCATE DENTARIE,2017,1526
1,STRUTTURA DIRETTAMENTE GESTITA,87121,TELERADIOGRAFIA DEL CRANIO PER  CEFALOMETRIA ORTODONTICA,2017,1123
1,STRUTTURA DIRETTAMENTE GESTITA,87122,ALTRA RADIOGRAFIA DENTARIA RADIOGRAFIA ENDORALE  (1 RADIOGRAMMA),2017,2505
1,STRUTTURA DIRETTAMENTE GESTITA,87161,"ALTRA RADIOGRAFIA DI OSSA DELLA FACCIA RADIOGRAFIA (2 PROIEZIONI) DI: ORBITE, MASTOIDI [ROCCHE PETRO",2017,410
1,STRUTTURA DIRETTAMENTE GESTITA,87162,TOMOGRAFIA [STRATIGRAFIA] ARTICOLAZIONE TEMPOROMANDIBOLARE BASALE E DINAMICA  BIIATERALE  INCLUSO: E,2017,1
1,STRUTTURA DIRETTAMENTE GESTITA,87164,TOMOGRAFIA [STRATIGRAFIA] ARTICOLAZIONE TEMPOROMANDIBOLARE BILATERALE INCLUSO: ESAME DIRETTO  ESCLUS,2017,30
1,STRUTTURA DIRETTAMENTE GESTITA,87171,RADIOGRAFIA DEL CRANIO E  DEI SENI PARANASALI CRANIO IN TRE PROIEZIONI,2017,446
1,STRUTTURA DIRETTAMENTE GESTITA,8722,RADIOGRAFIA DELLA COLONNA CERVICALE (2 PROIEZIONI) ESAME MORFODINAMICO DELLA COLONNA CERVICALE,2017,3720
1,STRUTTURA DIRETTAMENTE GESTITA,8723,RADIOGRAFIA DELLA COLONNA TORACICA (DORSALE) (2 PROIEZIONI) ESAME MORFODINAMICO DELLA COLONNA DORSAL,2017,2347
1,STRUTTURA DIRETTAMENTE GESTITA,8724,RADIOGRAFIA DELLA COLONNA LOMBOSACRALE (2 PROIEZIONI) RADIOGRAFIA DEL RACHIDE LOMBOSACRALE O SACROCO,2017,7441
1,STRUTTURA DIRETTAMENTE GESTITA,8729,RADIOGRAFIA COMPLETA DELLA COLONNA  (2 PROIEZIONI) RADIOGRAFIA COMPLETA DELLA COLONNA E DEL BACINO S,2017,997
1,STRUTTURA DIRETTAMENTE GESTITA,8735,GALATTOGRAFIA,2017,457
1,STRUTTURA DIRETTAMENTE GESTITA,87371,MAMMOGRAFIA  BILATERALE (2 PROIEZIONI),2017,9071
1,STRUTTURA DIRETTAMENTE GESTITA,87372,MAMMOGRAFIA MONOLATERALE (2 PROIEZIONI),2017,868
1,STRUTTURA DIRETTAMENTE GESTITA,8741,"TOMOGRAFIA COMPUTERIZZATA (TC) DEL TORACE TC DEL TORACE [POLMONI, AORTA TORACICA, TRACHEA, ESOFAGO,",2017,1555
1,STRUTTURA DIRETTAMENTE GESTITA,87411,"TOMOGRAFIA COMPUTERIZZATA (TC) DEL TORACE, SENZA E CON CONTRASTO TC DEL TORACE [POLMONI, AORTA TORAC",2017,3879
1,STRUTTURA DIRETTAMENTE GESTITA,87412,TOMOGRAFIA COMPUTERIZZATA TC DEL CUORE SENZA O CON CONTRASTO,2017,85
1,STRUTTURA DIRETTAMENTE GESTITA,87431,"RADIOGRAFIA DI COSTE, STERNO E CLAVICOLA (3 PROIEZIONI) SCHELETRO TORACICO COSTALE BILATERALE",2017,1453
1,STRUTTURA DIRETTAMENTE GESTITA,87432,"ALTRA RADIOGRAFIA DI COSTE, STERNO E CLAVICOLA (2 PROIEZIONI) SCHELETRO TORACICO COSTALE MONOLATERAL",2017,1088
1,STRUTTURA DIRETTAMENTE GESTITA,87441,"RADIOGRAFIA DEL TORACE DI ROUTINE, NAS RADIOGRAFIA STANDARD DEL TORACE [TELERADIOGRAFIA, TELECUORE]",2017,18780
1,STRUTTURA DIRETTAMENTE GESTITA,87443,RADIOSCOPIA DEL TORACE,2017,1
1,STRUTTURA DIRETTAMENTE GESTITA,87491,RADIOGRAFIA DELLA  TRACHEA  (2 PROIEZIONI) IN CASO DI CONTEMPORANEA ESECUZIONE DI STRATIGRAFIA DELLA,2017,4
1,STRUTTURA DIRETTAMENTE GESTITA,8762,RADIOGRAFIA  DEL TRATTO GASTROINTESTINALE SUPERIORE STUDIO SERIATO DELLE PRIME VIE DEL TUBO DIGERENT,2017,9
1,STRUTTURA DIRETTAMENTE GESTITA,87621,RADIOGRAFIA DELL'ESOFAGO CON CONTRASTO,2017,3
1,STRUTTURA DIRETTAMENTE GESTITA,87622,RADIOGRAFIA DELL'ESOFAGO CON DOPPIO CONTRASTO,2017,306
1,STRUTTURA DIRETTAMENTE GESTITA,87623,RADIOGRAFIA  DELLO STOMACO E DEL DUODENO CON DOPPIO CONTRASTO,2017,132
1,STRUTTURA DIRETTAMENTE GESTITA,8764,"RADIOGRAFIA  DEL TRATTO GASTROINTESTINALE INFERIORE TUBO DIGERENTE (TENUE E COLON), SECONDE VIE  (5",2017,13
1,STRUTTURA DIRETTAMENTE GESTITA,87651,CLISMA OPACO SEMPLICE,2017,2
1,STRUTTURA DIRETTAMENTE GESTITA,87652,CLISMA CON DOPPIO CONTRASTO,2017,48
1,STRUTTURA DIRETTAMENTE GESTITA,87691,"ALTRE PROCEDURE DIAGNOSTICHE SULL' APPARATO DIGERENTE DEFECOGRAFIA, ANSOGRAMMA COLICO PER ATRESIA AN",2017,137
1,STRUTTURA DIRETTAMENTE GESTITA,87751,PIELOGRAFIA TRANSPIELOSTOMICA,2017,1
1,STRUTTURA DIRETTAMENTE GESTITA,8776,CISTOURETROGRAFIA RETROGRADA URETROCISTOGRAFIA ASCENDENTE E MINZIONALE  (6 RADIOGRAMMI),2017,1
1,STRUTTURA DIRETTAMENTE GESTITA,87761,CISTOURETROGRAFIA MINZIONALE,2017,189
1,STRUTTURA DIRETTAMENTE GESTITA,8777,CISTOGRAFIA (4 RADIOGRAMMI) INCLUSO: ESAME DIRETTO,2017,236
1,STRUTTURA DIRETTAMENTE GESTITA,8779,RADIOGRAFIA DELL' APPARATO URINARIO APPARATO URINARIO A VUOTO (2 RADIOGRAMMI),2017,8
1,STRUTTURA DIRETTAMENTE GESTITA,8783,ISTEROSALPINGOGRAFIA (6 RADIOGRAMMI) INCLUSO:  ESAME DIRETTO,2017,208
1,STRUTTURA DIRETTAMENTE GESTITA,87891,COLPOGRAFIA (4 RADIOGRAMMI),2017,88
1,STRUTTURA DIRETTAMENTE GESTITA,88011,"TOMOGRAFIA COMPUTERIZZATA (TC) DELL' ADDOME SUPERIORE INCLUSO: FEGATO E VIE BILIARI, PANCREAS, MILZA",2017,26
1,STRUTTURA DIRETTAMENTE GESTITA,88012,"TOMOGRAFIA COMPUTERIZZATA (TC) DELL' ADDOME SUPERIORE, SENZA E CON CONTRASTO INCLUSO: FEGATO E VIE B",2017,237
1,STRUTTURA DIRETTAMENTE GESTITA,88013,"TOMOGRAFIA COMPUTERIZZATA (TC) DELL' ADDOME INFERIORE INCLUSO: PELVI, COLON E RETTO, VESCICA, UTERO",2017,24
1,STRUTTURA DIRETTAMENTE GESTITA,88014,"TOMOGRAFIA COMPUTERIZZATA (TC) DELL' ADDOME INFERIORE, SENZA E CON CONTRASTO INCLUSO: PELVI, COLON E",2017,6
1,STRUTTURA DIRETTAMENTE GESTITA,88015,TOMOGRAFIA COMPUTERIZZATA (TC) DELL' ADDOME COMPLETO,2017,712
1,STRUTTURA DIRETTAMENTE GESTITA,88016,"TOMOGRAFIA COMPUTERIZZATA (TC) DELL' ADDOME COMPLETO, SENZA E CON CONTRASTO",2017,5815
1,STRUTTURA DIRETTAMENTE GESTITA,88031,FISTOLOGRAFIA DELLA PARETE ADDOMINALE E/O DELL' ADDOME (4 RADIOGRAMMI),2017,4
1,STRUTTURA DIRETTAMENTE GESTITA,8819,RADIOGRAFIA DELL' ADDOME (2 PROIEZIONI),2017,421
1,STRUTTURA DIRETTAMENTE GESTITA,8821,"RADIOGRAFIA DELLA SPALLA E DELL' ARTO SUPERIORE RADIOGRAFIA (2 PROIEZIONI) DI: SPALLA, BRACCIO, TORA",2017,4825
1,STRUTTURA DIRETTAMENTE GESTITA,8822,"RADIOGRAFIA DEL GOMITO E DELL' AVAMBRACCIO RADIOGRAFIA (2 PROIEZIONI) DI: GOMITO, AVAMBRACCIO",2017,1661
1,STRUTTURA DIRETTAMENTE GESTITA,8823,"RADIOGRAFIA DEL POLSO E DELLA MANO RADIOGRAFIA (2 PROIEZIONI) DI: POLSO, MANO, DITO DELLA MANO",2017,9557
1,STRUTTURA DIRETTAMENTE GESTITA,8826,"RADIOGRAFIA DI PELVI  E ANCA RADIOGRAFIA DEL BACINO, RADIOGRAFIA DELL' ANCA",2017,10910
1,STRUTTURA DIRETTAMENTE GESTITA,8827,"RADIOGRAFIA DEL FEMORE, GINOCCHIO E GAMBA RADIOGRAFIA (2 PROIEZIONI) DI: FEMORE, GINOCCHIO, GAMBA",2017,10533
1,STRUTTURA DIRETTAMENTE GESTITA,8828,"RADIOGRAFIA DEL PIEDE E DELLA CAVIGLIA RADIOGRAFIA (2 PROIEZIONI) DI: CAVIGLIA, PIEDE [CALCAGNO], DI",2017,10809
1,STRUTTURA DIRETTAMENTE GESTITA,88291,RADIOGRAFIA COMPLETA DEGLI ARTI INFERIORI E DEL BACINO SOTTO CARICO,2017,1957
1,STRUTTURA DIRETTAMENTE GESTITA,88292,RADIOGRAFIA  ASSIALE DELLA ROTULA (3 PROIEZIONI),2017,287
1,STRUTTURA DIRETTAMENTE GESTITA,88331,STUDIO DELL' ETA' OSSEA  (1 PROIEZIONE) POLSO-MANO O GINOCCHIA,2017,271
1,STRUTTURA DIRETTAMENTE GESTITA,88381,"TOMOGRAFIA COMPUTERIZZATA  (TC) DEL RACHIDE E DELLO SPECO VERTEBRALE TC DEL RACHIDE [CERVICALE, TORA",2017,682
1,STRUTTURA DIRETTAMENTE GESTITA,88382,"TOMOGRAFIA COMPUTERIZZATA  (TC) DEL RACHIDE E DELLO SPECO VERTEBRALE, SENZA E CON CONTRASTO TC DEL R",2017,16
1,STRUTTURA DIRETTAMENTE GESTITA,88383,"TOMOGRAFIA COMPUTERIZZATA  (TC) DELL' ARTO SUPERIORE TC DI: SPALLA E BRACCIO [SPALLA, BRACCIO], GOMI",2017,389
1,STRUTTURA DIRETTAMENTE GESTITA,88384,"TOMOGRAFIA COMPUTERIZZATA  (TC) DELL' ARTO SUPERIORE, SENZA E CON CONTRASTO TC DI: SPALLA E BRACCIO",2017,8
1,STRUTTURA DIRETTAMENTE GESTITA,88385,TOMOGRAFIA COMPUTERIZZATA (TC) DEL BACINO TC DI: BACINO E ARTICOLAZIONI SACRO-ILIACHE,2017,126
1,STRUTTURA DIRETTAMENTE GESTITA,88386,TOMOGRAFIA COMPUTERIZZATA (TC) DELL' ARTO INFERIORE TC DI: ARTICOLAZIONE COXO-FEMORALE E FEMORE [ART,2017,545
1,STRUTTURA DIRETTAMENTE GESTITA,88387,"TOMOGRAFIA COMPUTERIZZATA (TC) DELL' ARTO INFERIORE, SENZA E CON CONTRASTO TC DI: ARTICOLAZIONE COXO",2017,159
1,STRUTTURA DIRETTAMENTE GESTITA,8851,ALTRO  8851,2017,3
1,STRUTTURA DIRETTAMENTE GESTITA,88631,CAVOGRAFIA SUPERIORE,2017,2
1,STRUTTURA DIRETTAMENTE GESTITA,88711,ECOENCEFALOGRAFIA ECOGRAFIA TRANFONTANELLARE,2017,58
1,STRUTTURA DIRETTAMENTE GESTITA,88713,COLOR DOPPLER TRANSCRANICO,2017,46
1,STRUTTURA DIRETTAMENTE GESTITA,88714,"DIAGNOSTICA ECOGRAFICA DEL CAPO E DEL COLLO ECOGRAFIA DI: GHIANDOLE SALIVARI, COLLO PER LINFONODI, T",2017,3413
1,STRUTTURA DIRETTAMENTE GESTITA,88715,ECOGRAFIA ORBITA,2017,104
1,STRUTTURA DIRETTAMENTE GESTITA,88721,ECOGRAFIA CARDIACA  ECOCARDIOGRAFIA,2017,100
1,STRUTTURA DIRETTAMENTE GESTITA,88722,ECODOPPLERGRAFIA CARDIACA A RIPOSO O DOPO PROVA FISICA O FARMACOLOGICA,2017,10
1,STRUTTURA DIRETTAMENTE GESTITA,88723,ECOCOLORDOPPLERGRAFIA CARDIACA A RIPOSO O DOPO PROVA FISICA O FARMACOLOGICA,2017,7806
1,STRUTTURA DIRETTAMENTE GESTITA,88724,ECO(COLOR)DOPPLERGRAFIA CARDIACA TRANSESOFAGEA ECOCARDIOGRAFIA TRANSESOFAGEA,2017,120
1,STRUTTURA DIRETTAMENTE GESTITA,88725,ECOCARDIOGRAMMA FETALE,2017,685
1,STRUTTURA DIRETTAMENTE GESTITA,88726,ECOCOLORDOPPLERGRAFIA CARDIACA SENZA E CON MDC A RIPOSO. ECOCONTRASTOGRAFIA CARDIACA,2017,18
1,STRUTTURA DIRETTAMENTE GESTITA,88727,ECOCOLORDOPPLER CARDIACO CON TEST FARMACOLOGICO. ECOSTRESS,2017,350
1,STRUTTURA DIRETTAMENTE GESTITA,88731,ECOGRAFIA DELLA MAMMELLA  BILATERALE,2017,4941
1,STRUTTURA DIRETTAMENTE GESTITA,88732,ECOGRAFIA DELLA MAMMELLA  MONOLATERALE,2017,1143
1,STRUTTURA DIRETTAMENTE GESTITA,88733,ECOGRAFIA  POLMONARE,2017,36
1,STRUTTURA DIRETTAMENTE GESTITA,88735,ECO(COLOR)DOPPLER DEI TRONCHI SOVRAAORTICI  A RIPOSO O DOPO PROVA FISICA O FARMACOLOGICA,2017,4410
1,STRUTTURA DIRETTAMENTE GESTITA,88741,"ECOGRAFIA DELL' ADDOME SUPERIORE INCLUSO: FEGATO E VIE BILIARI, PANCREAS, MILZA, RENI E SURRENI, RET",2017,3110
1,STRUTTURA DIRETTAMENTE GESTITA,88742,ECO(COLOR)DOPPLER DEL FEGATO E DELLE VIE BILIARI,2017,28
1,STRUTTURA DIRETTAMENTE GESTITA,88743,ECO(COLOR)DOPPLER DEL  PANCREAS,2017,1
1,STRUTTURA DIRETTAMENTE GESTITA,88744,ECO(COLOR)DOPPLER DELLA MILZA,2017,2
1,STRUTTURA DIRETTAMENTE GESTITA,88745,ECO(COLOR)DOPPLER DEI RENI E DEI SURRENI,2017,342
1,STRUTTURA DIRETTAMENTE GESTITA,88751,"ECOGRAFIA DELL' ADDOME INFERIORE  INCLUSO: URETERI, VESCICA E PELVI MASCHILE O FEMMINILE  ESCLUSO: E",2017,2145
1,STRUTTURA DIRETTAMENTE GESTITA,88752,"ECO(COLOR)DOPPLER DELL'ADDOME INFERIORE VESCICA E PELVI MASCHILE O FEMMINILE, ECOGRAFIA OSTETRICA O",2017,3574
1,STRUTTURA DIRETTAMENTE GESTITA,88753,ECOGRAFIA DEL PENE A RIPOSO E DOPO STIMOLAZIONE FARMACOLOGICA,2017,58
1,STRUTTURA DIRETTAMENTE GESTITA,88761,ECOGRAFIA ADDOME COMPLETO,2017,7786
1,STRUTTURA DIRETTAMENTE GESTITA,88762,"ECOGRAFIA DI GROSSI VASI ADDOMINALI AORTA ADDOMINALE, GROSSI VASI ADDOMINALI E LINFONODI PARAVASALI",2017,659
1,STRUTTURA DIRETTAMENTE GESTITA,88772,"ECO(COLOR)DOPPLERGRAFIA DEGLI ARTI SUPERIORI O INFERIORI O DISTRETTUALE, ARTERIOSA O VENOSA A RIPOSO",2017,4863
1,STRUTTURA DIRETTAMENTE GESTITA,88773,(LASER)DOPPLERGRAFIA DEGLI ARTI SUPERIORI O INFERIORI,2017,25
1,STRUTTURA DIRETTAMENTE GESTITA,8878,ECOGRAFIA OSTETRICA,2017,13735
1,STRUTTURA DIRETTAMENTE GESTITA,88781,ECOGRAFIA OVARICA PER MONITORAGGIO OVULAZIONE,2017,362
1,STRUTTURA DIRETTAMENTE GESTITA,88782,ECOGRAFIA GINECOLOGICA,2017,1065
1,STRUTTURA DIRETTAMENTE GESTITA,88783,ECOGRAFIA OSTETRICA MISURAZIONE DELLA TRANSLUCENZA NUCALE,2017,2525
1,STRUTTURA DIRETTAMENTE GESTITA,8879,ALTRO  8879,2017,272
1,STRUTTURA DIRETTAMENTE GESTITA,88791,ECOGRAFIA DELLA CUTE E DEL TESSUTO SOTTOCUTANEO,2017,3871
1,STRUTTURA DIRETTAMENTE GESTITA,88792,ECOGRAFIA OSTEOARTICOLARE ECOGRAFIA DEL BACINO PER SCREENING LUSSAZIONE CONGENITA DELL' ANCA,2017,3114
1,STRUTTURA DIRETTAMENTE GESTITA,88793,ECOGRAFIA MUSCOLOTENDINEA,2017,628
1,STRUTTURA DIRETTAMENTE GESTITA,88795,ECOGRAFIA DEL PENE,2017,22
1,STRUTTURA DIRETTAMENTE GESTITA,88796,ECOGRAFIA DEI TESTICOLI,2017,443
1,STRUTTURA DIRETTAMENTE GESTITA,88797,ECOGRAFIA TRANSVAGINALE,2017,2630
1,STRUTTURA DIRETTAMENTE GESTITA,88798,ECOGRAFIA TRANSRETTALE,2017,340
1,STRUTTURA DIRETTAMENTE GESTITA,88902,RICOSTRUZIONE TRIDIMENSIONALE TC RICOSTRUZIONE TRIDIMENSIONALE IN CORSO DI: TC DEL MASSICCIO FACCIAL,2017,1079
1,STRUTTURA DIRETTAMENTE GESTITA,88903,TOMOGRAFIA COMPUTERIZZATA (TC) DEL RACHIDE E DELLO SPECO VERTEBRALE SPAZIO INTERSOMATICO O METAMERO,2017,680
1,STRUTTURA DIRETTAMENTE GESTITA,88911,RISONANZA MAGNETICA NUCLEARE (RM) DEL CERVELLO E DEL TRONCO ENCEFALICO INCLUSO: RELATIVO DISTRETTO V,2017,1766
1,STRUTTURA DIRETTAMENTE GESTITA,88912,"RISONANZA MAGNETICA NUCLEARE (RM) DEL CERVELLO E DEL TRONCO ENCEFALICO, SENZA E CON CONTRASTO INCLUS",2017,1616
1,STRUTTURA DIRETTAMENTE GESTITA,88913,"RISONANZA MAGNETICA NUCLEARE (RM) DEL MASSICCIO FACCIALE [SELLA TURCICA, ORBITE, ROCCHE PETROSE, ART",2017,545
1,STRUTTURA DIRETTAMENTE GESTITA,88914,"RISONANZA MAGNETICA NUCLEARE (RM) DEL MASSICCIO FACCIALE, SENZA E CON CONTRASTO [SELLA TURCICA, ORBI",2017,493
1,STRUTTURA DIRETTAMENTE GESTITA,88915,ANGIO- RM DEL DISTRETTO VASCOLARE INTRACRANICO,2017,813
1,STRUTTURA DIRETTAMENTE GESTITA,88916,"RISONANZA MAGNETICA NUCLEARE (RM) DEL COLLO [FARINGE, LARINGE, PAROTIDI-GHIANDOLE SALIVARI, TIROIDE-",2017,7
1,STRUTTURA DIRETTAMENTE GESTITA,88917,"RISONANZA MAGNETICA NUCLEARE (RM) DEL COLLO, SENZA E CON CONTRASTO [FARINGE, LARINGE, PAROTIDI-GHIAN",2017,357
1,STRUTTURA DIRETTAMENTE GESTITA,88918,ANGIO- RM DEI VASI DEL COLLO,2017,40
1,STRUTTURA DIRETTAMENTE GESTITA,8892,"RISONANZA MAGNETICA NUCLEARE (RM) DEL TORACE  [MEDIASTINO, ESOFAGO] INCLUSO: RELATIVO DISTRETTO VASC",2017,40
1,STRUTTURA DIRETTAMENTE GESTITA,88921,"RISONANZA MAGNETICA NUCLEARE (RM) DEL TORACE, SENZA E CON CONTRASTO [MEDIASTINO, ESOFAGO] INCLUSO: R",2017,15
1,STRUTTURA DIRETTAMENTE GESTITA,88922,ANGIO-RM DEL DISTRETTO TORACICO,2017,10
1,STRUTTURA DIRETTAMENTE GESTITA,88925,RISONANZA MAGNETICA NUCLEARE (CINE-RM) DEL CUORE,2017,189
1,STRUTTURA DIRETTAMENTE GESTITA,88928,RISONANZA MAGNETICA NUCLEARE (RM) DELLA MAMMELLA BILATERALE,2017,25
1,STRUTTURA DIRETTAMENTE GESTITA,88929,"RISONANZA MAGNETICA NUCLEARE (RM) DELLA MAMMELLA, SENZA E CON CONTRASTO BILATERALE",2017,275
1,STRUTTURA DIRETTAMENTE GESTITA,8893,"RISONANZA MAGNETICA NUCLEARE (RM) DELLA COLONNA CERVICALE, TORACICA, LOMBOSACRALE",2017,5561
1,STRUTTURA DIRETTAMENTE GESTITA,88931,"RISONANZA MAGNETICA NUCLEARE (RM) DELLA COLONNA, SENZA E CON CONTRASTO CERVICALE, TORACICA, LOMBOSAC",2017,1196
1,STRUTTURA DIRETTAMENTE GESTITA,88941,"RISONANZA MAGNETICA NUCLEARE (RM) MUSCOLOSCHELETRICA RM DI SPALLA E BRACCIO [SPALLA, BRACCIO] RM DI",2017,5618
1,STRUTTURA DIRETTAMENTE GESTITA,88942,"RISONANZA MAGNETICA NUCLEARE (RM) MUSCOLOSCHELETRICA, SENZA E CON CONTRASTO RM DI SPALLA E BRACCIO [",2017,413
1,STRUTTURA DIRETTAMENTE GESTITA,88943,ANGIO-RM DELL' ARTO SUPERIORE O INFERIORE,2017,9
1,STRUTTURA DIRETTAMENTE GESTITA,88951,"RISONANZA MAGNETICA NUCLEARE (RM) DELL'ADDOME SUPERIORE INCLUSO: FEGATO E VIE BILIARI, MILZA, PANCRE",2017,293
1,STRUTTURA DIRETTAMENTE GESTITA,88952,"RISONANZA MAGNETICA NUCLEARE (RM) DELL'ADDOME SUPERIORE, SENZA E CON CONTRASTO INCLUSO: FEGATO E VIE",2017,386
1,STRUTTURA DIRETTAMENTE GESTITA,88953,ANGIO RM DELL'ADDOME SUPERIORE,2017,3
1,STRUTTURA DIRETTAMENTE GESTITA,88954,RISONANZA MAGNETICA NUCLEARE (RM) DELL'ADDOME INFERIORE E SCAVO PELVICO VESCICA E PELVI MASCHILE O F,2017,65
1,STRUTTURA DIRETTAMENTE GESTITA,88955,"RISONANZA MAGNETICA NUCLEARE (RM) DELL'ADDOME INFERIORE E SCAVO PELVICO, SENZA E CON CONTRASTO VESCI",2017,427
1,STRUTTURA DIRETTAMENTE GESTITA,88956,ANGIO RM DELL'ADDOME INFERIORE,2017,1
1,STRUTTURA DIRETTAMENTE GESTITA,88992,"DENSITOMETRIA OSSEA CON TECNICA DI ASSORBIMENTO A  RAGGI X LOMBARE, FEMORALE, ULTRADISTALE",2017,1
1,STRUTTURA DIRETTAMENTE GESTITA,88995,DENSITOMETRIA OSSEA AD ULTRASUONI,2017,37
1,STRUTTURA DIRETTAMENTE GESTITA,8901,"ANAMNESI E VALUTAZIONE, DEFINITE BREVI STORIA E VALUTAZIONE ABBREVIATA, VISITA SUCCESSIVA ALLA PRIMA",2017,266129
1,STRUTTURA DIRETTAMENTE GESTITA,89011,VISITA ANESTESIOLOGICA PER TERAPIA DEL DOLORE. CONTROLLO,2017,5939
1,STRUTTURA DIRETTAMENTE GESTITA,89013,VISITA CARDIOLOGICA DI CONTROLLO,2017,6930
1,STRUTTURA DIRETTAMENTE GESTITA,8901F,VISITA ONCOLOGICA DI CONTROLLO,2017,4697
1,STRUTTURA DIRETTAMENTE GESTITA,8902,VISITA A COMPLETAMENTO DELLA PRIMA VISITA,2017,6662
1,STRUTTURA DIRETTAMENTE GESTITA,8903,"ANAMNESI E VALUTAZIONE, DEFINITE COMPLESSIVE STESURA DEL PIANO DI EMODIALISI O DI DIALISI PERITONEAL",2017,11077
1,STRUTTURA DIRETTAMENTE GESTITA,89041,ELABORAZIONE E FORMULAZIONE DELLA DIETA (EFFETTUATA DAL DIETISTA SU PRESCRIZIONE DEL MEDICO,2017,5285
1,STRUTTURA DIRETTAMENTE GESTITA,8907,"CONSULTO, DEFINITO COMPLESSIVO VALUTAZIONE MULTIDISCIPLINARE",2017,6371
1,STRUTTURA DIRETTAMENTE GESTITA,89071,VALUTAZIONE MULTIDIMENSIONALE CDCD. PRIMA VALUTAZIONE,2017,731
1,STRUTTURA DIRETTAMENTE GESTITA,89072,VALUTAZIONE MULTIDIMENSIONALE CDCD. VALUTAZIONI SUCCESSIVE,2017,1074
1,STRUTTURA DIRETTAMENTE GESTITA,8909,OSSERVAZIONE CONTINUATIVA DI PAZIENTE INSTABILE (ASTANTERIA DI P.S. O PRESSO REPARTO) - OSSERVAZIONE,2017,8
